"Curve Label"	"Curve Conductor"	"Level"	"Norm"	"Discriminant"	"Newform"	"Polynomial"
"14a1"	14	402	2	41	"(1, -1, -1/2*a5, 1/2*a5, 4, 4)"	"x^2 + 2*x - 40"
"14a1"	14	402	2	316	"(1, 1, -1/2*a6 + 3/2, 1/8*a6^2 - 17/8, a6 - 1, -3/8*a6^2 + 1/2*a6 + 39/8)"	"x^3 - 3*x^2 - 25*x + 43"
"14a1"	14	402	2	12	"(-1, -1, -1/2*a4 - 3/2, -1/4*a4 + 9/4, -2, 1/4*a4 - 1/4)"	"x^2 + 6*x - 39"
"201b1"	201	402	2	316	"(1, 1, -1/2*a6 + 3/2, 1/8*a6^2 - 17/8, a6 - 1, -3/8*a6^2 + 1/2*a6 + 39/8)"	"x^3 - 3*x^2 - 25*x + 43"
"201b1"	201	402	2	41	"(1, -1, -1/2*a5, 1/2*a5, 4, 4)"	"x^2 + 2*x - 40"
"14a1"	14	403	2	206371677133	"(a4, -a4^5 - a4^4 + 7*a4^3 + 5*a4^2 - 10*a4 - 4, -a4^7 + 10*a4^5 - a4^4 - 29*a4^3 + 25*a4 + 8, 2*a4^6 + 2*a4^5 - 15*a4^4 - 10*a4^3 + 25*a4^2 + 10*a4 - 2, a4^6 + a4^5 - 7*a4^4 - 4*a4^3 + 11*a4^2 + a4 - 3, 1)"	"x^8 + x^7 - 11*x^6 - 10*x^5 + 37*x^4 + 33*x^3 - 36*x^2 - 33*x - 4"
"1209a1"	1209	403	2	206371677133	"(a4, -a4^5 - a4^4 + 7*a4^3 + 5*a4^2 - 10*a4 - 4, -a4^7 + 10*a4^5 - a4^4 - 29*a4^3 + 25*a4 + 8, 2*a4^6 + 2*a4^5 - 15*a4^4 - 10*a4^3 + 25*a4^2 + 10*a4 - 2, a4^6 + a4^5 - 7*a4^4 - 4*a4^3 + 11*a4^2 + a4 - 3, 1)"	"x^8 + x^7 - 11*x^6 - 10*x^5 + 37*x^4 + 33*x^3 - 36*x^2 - 33*x - 4"
"1209a1"	1209	403	2	1571281045	"(a2, a2^5 - 3*a2^4 - 3*a2^3 + 13*a2^2 - 6*a2, -a2^5 + 2*a2^4 + 5*a2^3 - 9*a2^2 - 2*a2 + 4, a2^4 - 2*a2^3 - 5*a2^2 + 8*a2 + 2, -a2^6 + 3*a2^5 + 3*a2^4 - 14*a2^3 + 7*a2^2 + 5*a2 - 1, -1)"	"x^7 - 2*x^6 - 9*x^5 + 17*x^4 + 20*x^3 - 37*x^2 + x + 4"
"14a1"	14	404	2	34707928896	"(0, a2, 8*a2^6 + 8*a2^5 - 113*a2^4 - 52*a2^3 + 368*a2^2 - 72*a2 - 154, -18*a2^6 - 17*a2^5 + 256*a2^4 + 105*a2^3 - 844*a2^2 + 189*a2 + 360, -2*a2^6 - 2*a2^5 + 28*a2^4 + 13*a2^3 - 90*a2^2 + 17*a2 + 40, 20*a2^6 + 18*a2^5 - 286*a2^4 - 106*a2^3 + 951*a2^2 - 232*a2 - 406)"	"x^7 - 2*x^6 - 17*x^5 + 36*x^4 + 64*x^3 - 148*x^2 + 11*x + 58"
"405a1"	405	405	2	12	"(a6, 0, 1, -a6 - 4, -a6 - 5, 2*a6)"	"x^2 + 2*x - 2"
"405a1"	405	405	2	12	"(a7, 0, -1, a7 - 4, -a7 + 5, -2*a7)"	"x^2 - 2*x - 2"
"405c1"	405	405	2	564	"(a8, 0, -1, a8 + 2, a8^2 - 3, -a8^2 + 5)"	"x^3 + x^2 - 5*x - 3"
"405c1"	405	405	2	564	"(a9, 0, 1, -a9 + 2, -a9^2 + 3, -a9^2 + 5)"	"x^3 - x^2 - 5*x + 3"
"14a1"	14	406	2	568	"(-1, -1/2*a5 - 1/2, 1/8*a5^2 + 1/2*a5 - 5/8, -1, -1/4*a5^2 - 1/2*a5 + 23/4, -1/8*a5^2 - 1/2*a5 + 37/8)"	"x^3 + 5*x^2 - 25*x - 61"
"14a1"	14	406	2	12	"(1, 2, a4 - 5, -1, -2*a4 + 12, -a4 + 5)"	"x^2 - 12*x + 33"
"14a1"	14	406	2	11348	"(1, -1/2*a6 + 1/2, -1/32*a6^3 - 3/32*a6^2 + 41/32*a6 + 59/32, 1, 1/2*a6 + 3/2, 3/32*a6^3 - 7/32*a6^2 - 91/32*a6 + 63/32)"	"x^4 - 2*x^3 - 40*x^2 + 50*x + 119"
"58a1"	58	406	2	568	"(-1, -1/2*a5 - 1/2, 1/8*a5^2 + 1/2*a5 - 5/8, -1, -1/4*a5^2 - 1/2*a5 + 23/4, -1/8*a5^2 - 1/2*a5 + 37/8)"	"x^3 + 5*x^2 - 25*x - 61"
"58a1"	58	406	2	11348	"(1, -1/2*a6 + 1/2, -1/32*a6^3 - 3/32*a6^2 + 41/32*a6 + 59/32, 1, 1/2*a6 + 3/2, 3/32*a6^3 - 7/32*a6^2 - 91/32*a6 + 63/32)"	"x^4 - 2*x^3 - 40*x^2 + 50*x + 119"
"14a1"	14	407	2	4.30E+020	"(a3, -370/249*a3^11 + 52/249*a3^10 + 6619/249*a3^9 - 934/249*a3^8 - 40324/249*a3^7 + 1087/83*a3^6 + 94670/249*a3^5 + 5092/249*a3^4 - 67508/249*a3^3 - 10735/249*a3^2 + 3599/249*a3 - 66/83, 142/249*a3^11 + 11/249*a3^10 - 2512/249*a3^9 - 188/249*a3^8 + 15010/249*a3^7 + 704/83*a3^6 - 33614/249*a3^5 - 10396/249*a3^4 + 19526/249*a3^3 + 11563/249*a3^2 + 2806/249*a3 - 164/83, -239/249*a3^11 + 113/249*a3^10 + 4256/249*a3^9 - 2135/249*a3^8 - 25856/249*a3^7 + 4078/83*a3^6 + 61468/249*a3^5 - 22588/249*a3^4 - 49207/249*a3^3 + 12121/249*a3^2 + 8362/249*a3 - 153/83, 1, 350/249*a3^11 + 18/83*a3^10 - 6250/249*a3^9 - 285/83*a3^8 + 38086/249*a3^7 + 6716/249*a3^6 - 89371/249*a3^5 - 8440/83*a3^4 + 61757/249*a3^3 + 7256/83*a3^2 - 320/249*a3 + 1199/249)"	"x^12 - x^11 - 18*x^10 + 18*x^9 + 111*x^8 - 104*x^7 - 274*x^6 + 212*x^5 + 255*x^4 - 129*x^3 - 78*x^2 + 4*x + 1"
"14a1"	14	407	2	1.30E+019	"(a2, 10/59*a2^10 - 1/59*a2^9 - 156/59*a2^8 + 831/59*a2^6 + 78/59*a2^5 - 1732/59*a2^4 - 330/59*a2^3 + 1171/59*a2^2 + 305/59*a2 - 196/59, -83/59*a2^10 + 26/59*a2^9 + 1342/59*a2^8 - 6*a2^7 - 7564/59*a2^6 + 1630/59*a2^5 + 17420/59*a2^4 - 2512/59*a2^3 - 14457/59*a2^2 + 448/59*a2 + 3090/59, 61/59*a2^10 - 12/59*a2^9 - 987/59*a2^8 + 3*a2^7 + 5547/59*a2^6 - 893/59*a2^5 - 12701/59*a2^4 + 1409/59*a2^3 + 10512/59*a2^2 - 57/59*a2 - 2234/59, -1, 100/59*a2^10 - 10/59*a2^9 - 1619/59*a2^8 + 2*a2^7 + 9136/59*a2^6 - 459/59*a2^5 - 21096/59*a2^4 + 181/59*a2^3 + 17610/59*a2^2 + 1044/59*a2 - 3671/59)"	"x^11 - 2*x^10 - 16*x^9 + 32*x^8 + 89*x^7 - 179*x^6 - 201*x^5 + 407*x^4 + 168*x^3 - 333*x^2 - 51*x + 75"
"14a1"	14	408	2	57	"(0, 1, a5 - 2, 4, -a5, -a5 + 2)"	"x^2 - 3*x - 12"
"14a1"	14	408	2	17	"(0, -1, -1/2*a4 - 1/2, a4 - 1, -1/2*a4 - 9/2, 1/2*a4 - 3/2)"	"x^2 - 17"
"51a1"	51	408	2	57	"(0, 1, a5 - 2, 4, -a5, -a5 + 2)"	"x^2 - 3*x - 12"
"51a1"	51	408	2	17	"(0, -1, -1/2*a4 - 1/2, a4 - 1, -1/2*a4 - 9/2, 1/2*a4 - 3/2)"	"x^2 - 17"
"14a1"	14	409	2	3.18E+039	"(a1, 5906164375/162850891556*a1^19 - 15774159671/81425445778*a1^18 - 107686582751/162850891556*a1^17 + 798722115271/162850891556*a1^16 + 481520956263/162850891556*a1^15 - 2050473493008/40712722889*a1^14 + 2498437987155/162850891556*a1^13 + 21972471737353/81425445778*a1^12 - 7959712712957/40712722889*a1^11 - 131831067667341/162850891556*a1^10 + 30712236161176/40712722889*a1^9 + 221211978185803/162850891556*a1^8 - 55611571523398/40712722889*a1^7 - 48608103951096/40712722889*a1^6 + 46652982992112/40712722889*a1^5 + 17979458538027/40712722889*a1^4 - 28038937609583/81425445778*a1^3 - 2326223684821/162850891556*a1^2 + 443586426186/40712722889*a1 - 44065152976/40712722889, -2560786107/162850891556*a1^19 + 9076732659/162850891556*a1^18 + 60298895933/162850891556*a1^17 - 229379147681/162850891556*a1^16 - 275927126505/81425445778*a1^15 + 2347011223577/162850891556*a1^14 + 597961855763/40712722889*a1^13 - 3120181347050/40712722889*a1^12 - 4248976214165/162850891556*a1^11 + 36854713614423/162850891556*a1^10 - 613197361755/40712722889*a1^9 - 59975401748255/162850891556*a1^8 + 21817021655123/162850891556*a1^7 + 12621195418983/40712722889*a1^6 - 32869974381839/162850891556*a1^5 - 9941198174579/81425445778*a1^4 + 19691957684943/162850891556*a1^3 + 4110537282939/162850891556*a1^2 - 1895999523577/81425445778*a1 - 33987898180/40712722889, 25967484603/162850891556*a1^19 - 57287577643/81425445778*a1^18 - 136636999142/40712722889*a1^17 + 2908280870845/162850891556*a1^16 + 3943405627137/162850891556*a1^15 - 29902354806501/162850891556*a1^14 - 1852661628937/40712722889*a1^13 + 159894514950179/162850891556*a1^12 - 11094767296944/40712722889*a1^11 - 237527794880135/81425445778*a1^10 + 133859388171295/81425445778*a1^9 + 775451110931723/162850891556*a1^8 - 140433841924434/40712722889*a1^7 - 635389645330641/162850891556*a1^6 + 128860831319787/40712722889*a1^5 + 194732099068897/162850891556*a1^4 - 42558736550317/40712722889*a1^3 + 1528087372629/81425445778*a1^2 + 3059320582297/81425445778*a1 - 14140300195/40712722889, 10914238563/325701783112*a1^19 - 29673377197/162850891556*a1^18 - 205434567225/325701783112*a1^17 + 1520932471077/325701783112*a1^16 + 1066479838551/325701783112*a1^15 - 7946023085995/162850891556*a1^14 + 2622590359827/325701783112*a1^13 + 43689523869755/162850891556*a1^12 - 23469433898305/162850891556*a1^11 - 272921271717275/325701783112*a1^10 + 93548041203723/162850891556*a1^9 + 489467605119575/325701783112*a1^8 - 42211064794523/40712722889*a1^7 - 242484222571247/162850891556*a1^6 + 140271650291825/162850891556*a1^5 + 117544975345383/162850891556*a1^4 - 11034497100645/40712722889*a1^3 - 39745436607747/325701783112*a1^2 + 3899677406031/162850891556*a1 + 435370372621/81425445778, 32049403425/162850891556*a1^19 - 33909880642/40712722889*a1^18 - 692164300671/162850891556*a1^17 + 3439765523177/162850891556*a1^16 + 5339890532871/162850891556*a1^15 - 8839357204006/40712722889*a1^14 - 14317952707495/162850891556*a1^13 + 47328312802098/40712722889*a1^12 - 12602053520053/81425445778*a1^11 - 565386893447353/162850891556*a1^10 + 59039918075223/40712722889*a1^9 + 937073342406945/162850891556*a1^8 - 264395441890469/81425445778*a1^7 - 401484825414553/81425445778*a1^6 + 247631367575193/81425445778*a1^5 + 145072020213637/81425445778*a1^4 - 41882994058594/40712722889*a1^3 - 20644361846253/162850891556*a1^2 + 1932254681161/40712722889*a1 + 157473499787/40712722889)"	"x^20 - 5*x^19 - 19*x^18 + 126*x^17 + 100*x^16 - 1283*x^15 + 247*x^14 + 6767*x^13 - 4554*x^12 - 19689*x^11 + 18771*x^10 + 31011*x^9 - 35515*x^8 - 23548*x^7 + 31466*x^6 + 5354*x^5 - 10552*x^4 + 1129*x^3 + 523*x^2 - 54*x - 4"
"14a1"	14	410	2	404	"(1, -1/2*a8 + 1/2, -1, 2, -1/4*a8^2 + 1/2*a8 + 15/4, -1/4*a8^2 + 3/2*a8 + 27/4)"	"x^3 - 3*x^2 - 29*x - 1"
"14a1"	14	410	2	17	"(-1, 2, 1, 1/2*a6 - 3/2, -1/2*a6 + 7/2, 4)"	"x^2 - 10*x - 43"
"14a1"	14	410	2	17	"(-1, 2, 1, 1/2*a6 - 3/2, -1/2*a6 + 7/2, 4)"	"x^2 - 10*x - 43"
"14a1"	14	410	2	24	"(1, a7 - 1, 1, -2, -2*a7 + 2, 4)"	"x^2 - 2*x - 5"
"14a1"	14	410	2	12	"(-1, a5 + 1, -1, 2, 0, -2*a5 + 2)"	"x^2 - 3"
"14a1"	14	411	2	676151079439660	"(a4, -1, -1/8*a4^8 + 2*a4^6 - 5/8*a4^5 - 43/4*a4^4 + 45/8*a4^3 + 165/8*a4^2 - 41/4*a4 - 6, 3/16*a4^8 - 1/8*a4^7 - 11/4*a4^6 + 35/16*a4^5 + 51/4*a4^4 - 179/16*a4^3 - 309/16*a4^2 + 63/4*a4 + 21/4, 1/8*a4^8 + 1/4*a4^7 - 3/2*a4^6 - 23/8*a4^5 + 11/2*a4^4 + 71/8*a4^3 - 55/8*a4^2 - 9/2*a4 + 3/2, -3/8*a4^8 - 1/4*a4^7 + 11/2*a4^6 + 21/8*a4^5 - 25*a4^4 - 53/8*a4^3 + 273/8*a4^2 - 7/2)"	"x^9 - 16*x^7 + x^6 + 82*x^5 - 9*x^4 - 141*x^3 + 18*x^2 + 52*x + 8"
"822d1"	822	411	2	676151079439660	"(a4, -1, -1/8*a4^8 + 2*a4^6 - 5/8*a4^5 - 43/4*a4^4 + 45/8*a4^3 + 165/8*a4^2 - 41/4*a4 - 6, 3/16*a4^8 - 1/8*a4^7 - 11/4*a4^6 + 35/16*a4^5 + 51/4*a4^4 - 179/16*a4^3 - 309/16*a4^2 + 63/4*a4 + 21/4, 1/8*a4^8 + 1/4*a4^7 - 3/2*a4^6 - 23/8*a4^5 + 11/2*a4^4 + 71/8*a4^3 - 55/8*a4^2 - 9/2*a4 + 3/2, -3/8*a4^8 - 1/4*a4^7 + 11/2*a4^6 + 21/8*a4^5 - 25*a4^4 - 53/8*a4^3 + 273/8*a4^2 - 7/2)"	"x^9 - 16*x^7 + x^6 + 82*x^5 - 9*x^4 - 141*x^3 + 18*x^2 + 52*x + 8"
"822d1"	822	411	2	352588	"(a3, 1, -a3^4 - a3^3 + 7*a3^2 + 9*a3 + 1, -a3^4 + 6*a3^2 + 4*a3, a3^4 + a3^3 - 7*a3^2 - 11*a3, 2*a3^4 - a3^3 - 13*a3^2 - 3*a3 + 5)"	"x^5 + x^4 - 7*x^3 - 10*x^2 + 1"
"14a1"	14	413	2	229	"(-1, -1/2*a1 - 1/2, -a1 - 3, -1, -1/2*a1 - 1/2, -3/4*a1^2 - 7/2*a1 + 13/4)"	"x^3 + 9*x^2 + 11*x - 29"
"14a1"	14	414	2	28	"(1, 0, 1/2*a6 - 1/2, 2, -1/2*a6 + 1/2, -a6 + 3)"	"x^2 - 6*x - 19"
"14a1"	14	414	2	28	"(-1, 0, 1/2*a4 + 1/2, 2, -1/2*a4 - 1/2, a4 + 3)"	"x^2 + 6*x - 19"
"14a1"	14	415	2	5.84E+019	"(a4, -a4^10 - 7/4*a4^9 + 65/4*a4^8 + 119/4*a4^7 - 83*a4^6 - 164*a4^5 + 483/4*a4^4 + 1195/4*a4^3 + 213/4*a4^2 - 93/2*a4 - 6, 1, 1/4*a4^9 - 1/4*a4^8 - 15/4*a4^7 + 7/2*a4^6 + 18*a4^5 - 61/4*a4^4 - 115/4*a4^3 + 83/4*a4^2 + 7*a4 - 4, 3/4*a4^10 + 9/4*a4^9 - 51/4*a4^8 - 37*a4^7 + 137/2*a4^6 + 789/4*a4^5 - 425/4*a4^4 - 1401/4*a4^3 - 91/2*a4^2 + 133/2*a4 + 6, -a4^3 - a4^2 + 6*a4 + 4)"	"x^11 - 20*x^9 - x^8 + 146*x^7 + 15*x^6 - 464*x^5 - 76*x^4 + 567*x^3 + 136*x^2 - 100*x - 8"
"83a1"	83	415	2	5.84E+019	"(a4, -a4^10 - 7/4*a4^9 + 65/4*a4^8 + 119/4*a4^7 - 83*a4^6 - 164*a4^5 + 483/4*a4^4 + 1195/4*a4^3 + 213/4*a4^2 - 93/2*a4 - 6, 1, 1/4*a4^9 - 1/4*a4^8 - 15/4*a4^7 + 7/2*a4^6 + 18*a4^5 - 61/4*a4^4 - 115/4*a4^3 + 83/4*a4^2 + 7*a4 - 4, 3/4*a4^10 + 9/4*a4^9 - 51/4*a4^8 - 37*a4^7 + 137/2*a4^6 + 789/4*a4^5 - 425/4*a4^4 - 1401/4*a4^3 - 91/2*a4^2 + 133/2*a4 + 6, -a4^3 - a4^2 + 6*a4 + 4)"	"x^11 - 20*x^9 - x^8 + 146*x^7 + 15*x^6 - 464*x^5 - 76*x^4 + 567*x^3 + 136*x^2 - 100*x - 8"
"14a1"	14	416	2	13448	"(0, -1/2*a5, -1/4*a5^2 + 6, -1/16*a5^3 + 7/4*a5, 1/16*a5^3 - 9/4*a5, 1)"	"x^4 - 52*x^2 + 512"
"14a1"	14	416	2	17	"(0, a2, -a2 - 2, -a2 - 2, -2, -1)"	"x^2 + x - 4"
"14a1"	14	416	2	17	"(0, a4, a4 - 2, -a4 + 2, 2, -1)"	"x^2 - x - 4"
"26a1"	26	416	2	17	"(0, a4, a4 - 2, -a4 + 2, 2, -1)"	"x^2 - x - 4"
"26a1"	26	416	2	17	"(0, a2, -a2 - 2, -a2 - 2, -2, -1)"	"x^2 + x - 4"
"14a1"	14	417	2	229	"(a3, 1, -a3^2 - a3 + 4, a3^2 - 1, -a3^2 + a3 + 4, 2*a3^2 - 4)"	"x^3 - 4*x - 1"
"139a1"	139	417	2	4493904352	"(a5, 1, -1/2*a5^3 + 7/2*a5 - 1, 1/4*a5^6 - 5/2*a5^4 + 21/4*a5^2 + 1, -1/4*a5^6 - 1/2*a5^5 + 3*a5^4 + 4*a5^3 - 39/4*a5^2 - 11/2*a5 + 4, -1/4*a5^6 + 5/2*a5^4 - 1/2*a5^3 - 25/4*a5^2 + 3/2*a5 + 4)"	"x^7 - 14*x^5 + 2*x^4 + 57*x^3 - 14*x^2 - 56*x + 8"
"139a1"	139	417	2	782167196	"(a4, -1, 1/2*a4^6 + a4^5 - 7/2*a4^4 - 11/2*a4^3 + 6*a4^2 + 11/2*a4 - 1, -3/4*a4^6 - 7/4*a4^5 + 5*a4^4 + 37/4*a4^3 - 41/4*a4^2 - 10*a4 + 3, -1/4*a4^6 + 1/4*a4^5 + 7/2*a4^4 - 1/4*a4^3 - 37/4*a4^2 - 3/2*a4 + 2, 1/4*a4^6 - 1/4*a4^5 - 9/2*a4^4 + 1/4*a4^3 + 65/4*a4^2 - 1/2*a4 - 10)"	"x^7 + 3*x^6 - 6*x^5 - 19*x^4 + 9*x^3 + 30*x^2 - 8"
"417a1"	417	417	2	4493904352	"(a5, 1, -1/2*a5^3 + 7/2*a5 - 1, 1/4*a5^6 - 5/2*a5^4 + 21/4*a5^2 + 1, -1/4*a5^6 - 1/2*a5^5 + 3*a5^4 + 4*a5^3 - 39/4*a5^2 - 11/2*a5 + 4, -1/4*a5^6 + 5/2*a5^4 - 1/2*a5^3 - 25/4*a5^2 + 3/2*a5 + 4)"	"x^7 - 14*x^5 + 2*x^4 + 57*x^3 - 14*x^2 - 56*x + 8"
"417a1"	417	417	2	229	"(a2, -1, a2^2 - a2 - 2, a2^2 - 1, 1, -a2^2 + a2 + 1)"	"x^3 - 4*x - 1"
"14a1"	14	418	2	17	"(-1, 1/2*a4 + 1/2, 2, -1/2*a4 + 3/2, 1, 1/2*a4 - 3/2)"	"x^2 - 17"
"14a1"	14	418	2	469	"(1, 1/2*a7 - 1/2, -1/2*a7 + 5/2, -1/4*a7^2 + 1/2*a7 + 15/4, -1, 1/4*a7^2 - 1/2*a7 - 7/4)"	"x^3 - 5*x^2 - 13*x + 49"
"38a1"	38	418	2	621	"(-1, 1/2*a6 + 1/2, -1/4*a6^2 - 1/2*a6 + 11/4, 1/4*a6^2 - 1/2*a6 - 27/4, -1, 1/4*a6^2 - 1/2*a6 - 19/4)"	"x^3 + 3*x^2 - 21*x - 47"
"38a1"	38	418	2	17	"(-1, 1/2*a4 + 1/2, 2, -1/2*a4 + 3/2, 1, 1/2*a4 - 3/2)"	"x^2 - 17"
"1676a1"	1676	419	2	6.91E+057	"(a1, 11600552657805477/618506107859120384*a1^25 - 1445919658165295/309253053929560192*a1^24 - 489898657622267755/618506107859120384*a1^23 + 107914954606597717/618506107859120384*a1^22 + 8985089110311196755/618506107859120384*a1^21 - 1677761853489598063/618506107859120384*a1^20 - 93908850339439447893/618506107859120384*a1^19 + 13918818822044869947/618506107859120384*a1^18 + 308521474664772454481/309253053929560192*a1^17 - 64913077960712591713/618506107859120384*a1^16 - 2653463884228242370997/618506107859120384*a1^15 + 158054791007502082829/618506107859120384*a1^14 + 7542124894930787266803/618506107859120384*a1^13 - 114826826055616751971/618506107859120384*a1^12 - 13997662661670064334423/618506107859120384*a1^11 - 303774076907980503369/618506107859120384*a1^10 + 16402726266989189697963/618506107859120384*a1^9 + 721388016885671188593/618506107859120384*a1^8 - 2858156076211631583195/154626526964780096*a1^7 - 131421687286070081665/154626526964780096*a1^6 + 133526089632281764867/19328315870597512*a1^5 + 3114222442535169313/19328315870597512*a1^4 - 5479963010523513969/4832078967649378*a1^3 + 347436269895930943/9664157935298756*a1^2 + 115195871402394161/2416039483824689*a1 - 9403602456845085/2416039483824689, -15339110851698681/618506107859120384*a1^25 + 1659882976959243/154626526964780096*a1^24 + 647804819296844439/618506107859120384*a1^23 - 261094882733415019/618506107859120384*a1^22 - 11883707853507702469/618506107859120384*a1^21 + 4379051822405265577/618506107859120384*a1^20 + 124269331201630752739/618506107859120384*a1^19 - 40851748330058436361/618506107859120384*a1^18 - 204353554500038141865/154626526964780096*a1^17 + 232298733292163357085/618506107859120384*a1^16 + 3522271328534996747539/618506107859120384*a1^15 - 833773198676597351211/618506107859120384*a1^14 - 10047619638821988328637/618506107859120384*a1^13 + 1911697358637588946733/618506107859120384*a1^12 + 18759839398286226300949/618506107859120384*a1^11 - 2833518240599129473281/618506107859120384*a1^10 - 22190495513779505976209/618506107859120384*a1^9 + 2802903817103605614913/618506107859120384*a1^8 + 7838747736618934727003/309253053929560192*a1^7 - 7422528181590734491/2416039483824689*a1^6 - 745747450776653745449/77313263482390048*a1^5 + 51094395904343293019/38656631741195024*a1^4 + 31404172083373982729/19328315870597512*a1^3 - 2622227156419926079/9664157935298756*a1^2 - 358926392933727053/4832078967649378*a1 + 23150340870738341/2416039483824689, -8863839496337407/309253053929560192*a1^25 - 891227784723507/38656631741195024*a1^24 + 385167517531066755/309253053929560192*a1^23 + 296011659624924835/309253053929560192*a1^22 - 7296357727589355205/309253053929560192*a1^21 - 5316969070158088675/309253053929560192*a1^20 + 79079629987114027495/309253053929560192*a1^19 + 54137797970389542119/309253053929560192*a1^18 - 270475397670112461457/154626526964780096*a1^17 - 343712030514259712015/309253053929560192*a1^16 + 2430211827232656201389/309253053929560192*a1^15 + 1408518450537328044749/309253053929560192*a1^14 - 7233604422337648843241/309253053929560192*a1^13 - 3723633221392188900391/309253053929560192*a1^12 + 14065380090305185317589/309253053929560192*a1^11 + 6154287517520404208367/309253053929560192*a1^10 - 17214441168598886170513/309253053929560192*a1^9 - 5932646140944618265895/309253053929560192*a1^8 + 3097908679538199990775/77313263482390048*a1^7 + 1463080099193828555373/154626526964780096*a1^6 - 580251204341804069003/38656631741195024*a1^5 - 67739723955687955103/38656631741195024*a1^4 + 45087263596456571019/19328315870597512*a1^3 - 420740139153670539/9664157935298756*a1^2 - 422904240001996079/4832078967649378*a1 + 20162886288801526/2416039483824689, 2624951423839507/309253053929560192*a1^25 + 864714761109041/77313263482390048*a1^24 - 115190386680000141/309253053929560192*a1^23 - 141931181194005311/309253053929560192*a1^22 + 2206926087781757503/309253053929560192*a1^21 + 2515920062426191125/309253053929560192*a1^20 - 24231593512952764345/309253053929560192*a1^19 - 25245059275215458725/309253053929560192*a1^18 + 42057341458042821857/77313263482390048*a1^17 + 157823923829239306385/309253053929560192*a1^16 - 768596413957611044153/309253053929560192*a1^15 - 637436787342126079951/309253053929560192*a1^14 + 2332253342452014421831/309253053929560192*a1^13 + 1668307758579552752553/309253053929560192*a1^12 - 4638386215069439223647/309253053929560192*a1^11 - 2761098638629791825261/309253053929560192*a1^10 + 5836044142774413189363/309253053929560192*a1^9 + 2733789611335979463661/309253053929560192*a1^8 - 2179139808976009405541/154626526964780096*a1^7 - 11464838695214791855/2416039483824689*a1^6 + 216225308932095586355/38656631741195024*a1^5 + 22175334591203582665/19328315870597512*a1^4 - 2384269020723186934/2416039483824689*a1^3 - 168604006548282602/2416039483824689*a1^2 + 144988979787663183/2416039483824689*a1 + 2533241512306150/2416039483824689, 18286899019576087/618506107859120384*a1^25 - 5894344397986029/309253053929560192*a1^24 - 766111264106621881/618506107859120384*a1^23 + 471168870486082791/618506107859120384*a1^22 + 13922639055892491201/618506107859120384*a1^21 - 8069778480182433605/618506107859120384*a1^20 - 144001763638989605479/618506107859120384*a1^19 + 77397866044694049257/618506107859120384*a1^18 + 467579448862133101323/309253053929560192*a1^17 - 456656313606355035067/618506107859120384*a1^16 - 3970050046577309300871/618506107859120384*a1^15 + 1719687671324427722719/618506107859120384*a1^14 + 11130371603133618637169/618506107859120384*a1^13 - 4174582169576353238401/618506107859120384*a1^12 - 20361915844234980816541/618506107859120384*a1^11 + 6503610407720369451005/618506107859120384*a1^10 + 23492863605680564906457/618506107859120384*a1^9 - 6410159455082569400069/618506107859120384*a1^8 - 4015981862327647639385/154626526964780096*a1^7 + 965970510415925839073/154626526964780096*a1^6 + 364245782918146239653/38656631741195024*a1^5 - 41070925522691941949/19328315870597512*a1^4 - 14040041850842425621/9664157935298756*a1^3 + 1609898669988803781/4832078967649378*a1^2 + 120809385477014950/2416039483824689*a1 - 20763481876800285/2416039483824689)"	"x^26 - 2*x^25 - 43*x^24 + 85*x^23 + 807*x^22 - 1571*x^21 - 8689*x^20 + 16575*x^19 + 59362*x^18 - 110217*x^17 - 268789*x^16 + 481513*x^15 + 817911*x^14 - 1398615*x^13 - 1658267*x^12 + 2674771*x^11 + 2166607*x^10 - 3262315*x^9 - 1701132*x^8 + 2384864*x^7 + 697992*x^6 - 932912*x^5 - 104448*x^4 + 158080*x^3 - 4736*x^2 - 6656*x + 512"
"422a1"	422	422	2	43983893	"(1, -a5 + 1, 4*a5^5 - 10*a5^4 - 31*a5^3 + 47*a5^2 + 57*a5 + 10, -3*a5^5 + 8*a5^4 + 22*a5^3 - 39*a5^2 - 36*a5 - 2, -2*a5^5 + 4*a5^4 + 18*a5^3 - 17*a5^2 - 39*a5 - 11, -6*a5^5 + 15*a5^4 + 46*a5^3 - 71*a5^2 - 80*a5 - 11)"	"x^6 - 2*x^5 - 9*x^4 + 8*x^3 + 20*x^2 + 9*x + 1"
"14a1"	14	423	2	316	"(a8, 0, -a8 - 1, -a8^2 - 2*a8 + 1, a8^2 + 2*a8 - 5, 2*a8)"	"x^3 + 2*x^2 - 3*x - 2"
"14a1"	14	423	2	17	"(a7, 0, a7 - 1, -a7 + 1, -a7 - 3, 2*a7 - 4)"	"x^2 - x - 4"
"14a1"	14	423	2	316	"(a9, 0, -a9 + 1, -a9^2 + 2*a9 + 1, -a9^2 + 2*a9 + 5, -2*a9)"	"x^3 - 2*x^2 - 3*x + 2"
"141a1"	141	423	2	316	"(a9, 0, -a9 + 1, -a9^2 + 2*a9 + 1, -a9^2 + 2*a9 + 5, -2*a9)"	"x^3 - 2*x^2 - 3*x + 2"
